country,lifeExp,gdp,bmi,alc,edu,adultMort,incomeComp,totExp
Guinea,55.6,296.68382,19.0,0.16,7.1,317.0,0.356,3.2
Guinea,54.7,33.424498,18.5,0.21,6.6,327.0,0.346,2.82
Guinea,54.0,386.3288283,18.1,0.34,5.1,334.0,0.325,3.14
Guinea,53.3,37.1931781,17.7,0.18,5.9,338.0,0.338,3.45
Guinea,52.9,322.811171,17.3,0.21,5.5,337.0,0.329,3.76
Guinea,52.5,315.83983,16.9,0.17,5.1,336.0,0.322,3.65
Guinea,52.5,34.516918,16.6,0.17,4.8,328.0,0.316,3.46
Guinea-Bissau,58.9,596.8717189,26.3,,9.2,275.0,0.421,
Guinea-Bissau,58.4,642.6256154,25.6,0.01,9.2,282.0,0.419,5.59
Guinea-Bissau,58.1,61.566347,25.0,0.01,9.1,279.0,0.415,6.14
Guinea-Bissau,57.6,67.7518833,24.3,0.01,9.1,285.0,0.416,5.96
Guinea-Bissau,57.1,692.69989,23.7,3.57,9.0,289.0,0.41,5.46
Guinea-Bissau,56.7,543.957418,23.1,3.21,8.9,287.0,0.405,6.7
Guinea-Bissau,56.3,544.222779,22.5,2.55,8.9,288.0,0.401,6.81
Guinea-Bissau,55.6,583.5445622,21.9,2.64,8.8,297.0,0.398,6.5
Guinea-Bissau,55.0,481.694976,21.3,2.98,8.8,32.0,0.394,6.1
Guinea-Bissau,54.4,418.94454,2.7,3.22,8.3,36.0,0.388,5.87
Guinea-Bissau,53.9,424.9534585,2.1,3.1,8.0,37.0,0.0,5.72
Guinea-Bissau,53.5,393.3138244,19.6,2.58,7.7,38.0,0.0,5.41
Guinea-Bissau,53.0,36.5718585,19.0,2.16,7.4,38.0,0.0,5.62
Guinea-Bissau,52.8,321.481324,18.5,2.47,7.1,35.0,0.0,5.84
Guinea-Bissau,52.5,39.486749,17.9,2.55,6.7,32.0,0.0,5.4
Guinea-Bissau,52.1,297.7519443,17.4,2.84,6.4,3.0,0.0,4.94
Guyana,66.2,4136.689919,46.7,,10.3,215.0,0.638,
Guyana,66.0,43.82321,45.9,7.64,10.3,217.0,0.636,5.25
Guyana,65.9,3944.178173,45.0,7.56,10.3,218.0,0.633,5.1
Guyana,65.8,3785.935665,44.1,7.57,10.6,22.0,0.63,6.57
Guyana,65.6,3439.597513,43.2,7.56,10.3,229.0,0.624,6.8
Guyana,65.9,326.281212,42.4,7.52,10.2,221.0,0.618,6.6
Guyana,66.1,2716.35256,41.6,7.49,10.5,218.0,0.618,7.32
Guyana,66.3,2576.124957,4.9,7.32,10.7,218.0,0.618,7.46
Guyana,65.7,2327.58324,4.3,7.2,11.2,232.0,0.62,6.45
Guyana,65.2,1945.6395,39.6,7.04,11.7,24.0,0.622,4.67
Guyana,65.0,198.455216,39.0,7.35,11.4,238.0,0.619,5.83
Guyana,65.1,145.58861,38.4,7.84,11.2,237.0,0.613,5.73
Guyana,65.3,986.7958173,37.8,7.93,11.1,237.0,0.611,5.97
Guyana,65.3,96.8674827,37.1,7.73,11.0,244.0,0.609,5.84
Guyana,65.4,925.582546,36.4,6.71,10.9,247.0,0.606,5.82
Guyana,65.4,946.599372,35.7,6.63,10.9,246.0,0.602,5.85
Haiti,63.5,814.5463952,49.9,,9.1,24.0,0.49,
Haiti,63.1,83.1148117,48.8,0.01,9.1,245.0,0.487,7.56
Haiti,62.7,81.265673,47.7,5.68,9.1,253.0,0.483,8.1
Haiti,62.3,766.8437623,46.5,5.68,8.9,259.0,0.477,9.88
Haiti,62.3,74.9358452,45.3,5.68,8.7,259.0,0.47,1.41
Haiti,36.3,662.2795182,44.2,5.76,8.6,682.0,0.47,8.9
Haiti,62.5,668.297646,43.0,5.85,8.5,251.0,0.466,6.68
Haiti,62.1,674.7564147,41.8,5.95,8.4,259.0,0.462,5.92
Haiti,61.8,615.8198192,4.7,6.08,8.4,266.0,0.458,5.56
Haiti,61.1,55.47626,39.6,6.18,8.3,28.0,0.455,5.7
Haiti,65.0,465.311876,38.5,5.57,8.2,29.0,0.452,4.41
Haiti,58.7,387.9429725,37.5,6.1,8.1,32.0,0.45,5.61
Haiti,59.7,329.782946,36.5,6.64,8.1,3.0,0.447,5.32
Haiti,59.3,393.16327,35.6,6.1,8.0,33.0,0.444,5.47
Haiti,58.9,413.7383164,34.8,6.22,7.9,35.0,0.443,5.63
Haiti,58.6,462.486524,34.0,4.79,7.8,35.0,0.439,6.6
Honduras,74.6,2326.15856,51.0,,11.2,147.0,0.623,
Honduras,74.5,2242.711912,5.2,2.87,11.4,149.0,0.618,8.72
Honduras,74.3,2136.77395,49.3,3.11,11.6,15.0,0.614,9.15
Honduras,74.1,2178.38325,48.4,3.11,11.6,151.0,0.614,9.78
Honduras,73.9,212.584798,47.6,3.1,11.7,153.0,0.611,8.57
Honduras,73.6,1932.85829,46.8,3.1,11.5,156.0,0.606,8.45
Honduras,73.4,1815.489496,45.9,3.08,11.3,157.0,0.603,8.84
Honduras,73.2,1751.595857,45.1,3.14,11.1,159.0,0.597,8.4
Honduras,73.0,1592.572182,44.3,3.16,10.9,16.0,0.59,7.89
Honduras,72.8,1437.628785,43.5,3.23,10.8,161.0,0.583,7.63
Honduras,72.5,1311.741714,42.8,3.23,10.6,163.0,0.577,7.81
Honduras,72.2,1217.657961,42.0,3.02,10.4,165.0,0.571,7.89
Honduras,71.9,1157.3427,41.2,3.04,10.3,166.0,0.566,8.29
Honduras,71.6,1132.8721,4.4,3.09,10.1,169.0,0.561,7.28
Honduras,71.3,113.4546,39.6,2.74,9.9,171.0,0.557,6.88
Honduras,71.0,188.783165,38.8,2.61,9.8,174.0,0.551,6.63
Hungary,75.8,12365.6263,64.8,,15.6,134.0,0.834,
Hungary,75.6,14117.97668,64.2,0.01,15.8,137.0,0.834,7.4
Hungary,75.5,13613.6147,63.6,10.88,15.4,139.0,0.824,7.53
Hungary,75.0,12834.32349,63.0,11.27,15.4,146.0,0.823,7.74
Hungary,74.8,1448.87958,62.4,11.51,15.4,15.0,0.821,7.84
Hungary,74.5,1325.53379,61.7,10.78,15.3,156.0,0.817,7.85
Hungary,74.2,12967.16543,61.1,11.46,15.3,162.0,0.816,7.55
Hungary,74.1,15669.25929,6.5,11.64,15.3,165.0,0.812,7.33
Hungary,73.5,13842.6549,59.9,12.55,15.3,176.0,0.809,7.51
Hungary,73.4,11398.76584,59.3,13.16,15.2,177.0,0.802,8.1
Hungary,72.9,11161.72441,58.8,12.94,15.0,182.0,0.795,8.28
Hungary,72.9,1259.5266,58.2,13.28,15.3,18.0,0.793,8.8
Hungary,72.5,8396.25323,57.6,13.24,14.9,184.0,0.784,8.42
Hungary,72.5,665.6443,57.1,13.29,14.6,184.0,0.775,7.47
Hungary,72.3,527.85364,56.6,13.18,14.2,185.0,0.769,7.11
Hungary,71.7,4623.46712,56.1,12.22,13.9,193.0,0.761,7.6
Iceland,82.7,5734.4436,61.0,,19.0,49.0,0.919,
Iceland,82.5,52473.11356,6.6,7.45,19.0,49.0,0.915,8.86
Iceland,82.4,4781.3888,6.2,7.31,19.0,5.0,0.907,8.75
Iceland,82.5,44333.8518,59.7,7.81,18.7,5.0,0.901,8.68
Iceland,82.1,46.217,59.3,8.13,18.6,51.0,0.894,8.65
Iceland,81.8,41676.44527,58.9,8.25,18.4,53.0,0.894,8.86
Iceland,81.6,4461.89251,58.5,10.22,18.4,55.0,0.894,9.12
Iceland,81.4,55575.29196,58.1,8.49,18.2,58.0,0.892,8.8
Iceland,81.3,68348.31817,57.8,7.53,18.2,59.0,0.887,8.75
Iceland,81.1,5613.54115,57.4,7.2,18.1,61.0,0.884,8.96
Iceland,81.0,56249.7555,56.9,7.05,17.9,62.0,0.879,9.21
Iceland,88.0,46917.27216,56.5,6.79,18.3,65.0,0.873,9.59
Iceland,87.0,3944.999,55.9,6.61,17.6,65.0,0.866,1.7
Iceland,84.0,31996.2172,55.4,6.61,17.2,7.0,0.859,9.86
Iceland,80.0,28585.9254,54.8,6.37,17.1,72.0,0.854,9.12
Iceland,79.7,31813.37344,54.2,6.17,16.8,74.0,0.847,9.28
India,68.3,1613.18878,18.7,,11.6,181.0,0.615,
India,68.0,1573.11889,18.1,3.07,11.6,184.0,0.607,4.69
India,67.6,1452.195373,17.5,3.11,11.5,187.0,0.599,4.53
India,67.3,1446.98541,17.0,3.1,11.3,19.0,0.59,4.39
India,66.8,1461.671957,16.4,3.0,10.8,193.0,0.58,4.33
India,66.4,1345.77153,15.9,2.77,10.4,196.0,0.569,4.28
India,66.0,19.317765,15.4,2.5,10.5,2.0,0.563,4.38
India,65.5,991.484634,14.9,1.93,10.2,23.0,0.556,4.34
India,65.2,118.166373,14.4,1.59,9.9,26.0,0.546,4.23
India,64.8,792.259698,13.9,1.37,9.7,28.0,0.536,4.25
India,64.4,77.819,13.5,1.27,9.4,211.0,0.526,4.28
India,64.0,621.3183767,13.0,1.2,9.2,214.0,0.518,4.22
India,63.7,541.1352279,12.6,1.19,8.6,216.0,0.505,4.3
India,63.3,466.2842,12.2,1.1,8.4,219.0,0.499,4.4
India,62.9,447.138966,11.8,1.0,8.3,222.0,0.494,4.5
India,62.5,438.864634,11.4,0.93,8.3,224.0,0.489,4.26
Indonesia,69.1,3336.16686,27.4,,12.9,176.0,0.686,
Indonesia,68.9,3491.595887,26.5,0.09,12.9,179.0,0.682,2.85
Indonesia,68.7,362.663981,25.6,0.09,12.9,181.0,0.677,2.93
Indonesia,68.5,3687.953996,24.7,0.08,12.6,183.0,0.669,2.9
Indonesia,68.3,3634.27685,23.8,0.08,12.3,185.0,0.662,2.71
Indonesia,68.1,3113.48635,22.9,0.08,12.1,187.0,0.656,2.74
Indonesia,67.9,2254.44566,22.1,0.08,11.7,189.0,0.645,2.83
Indonesia,67.7,216.52766,21.3,0.07,11.7,189.0,0.641,2.81
Indonesia,67.5,1855.93915,2.5,0.06,11.0,19.0,0.638,3.1
Indonesia,67.3,1586.254,19.7,0.06,10.9,191.0,0.632,2.91
Indonesia,67.2,126.928834,19.0,0.06,11.1,19.0,0.629,2.79
Indonesia,65.3,1148.56996,18.2,0.06,11.0,213.0,0.624,2.37
Indonesia,66.9,164.59447,17.5,0.05,10.8,189.0,0.613,2.53
Indonesia,66.7,899.5556857,16.7,0.05,10.6,189.0,0.608,2.27
Indonesia,66.5,747.9817455,16.0,0.06,10.6,188.0,0.604,2.23
Indonesia,66.3,78.92744,15.4,0.06,10.7,188.0,0.597,1.98
Iran(IslamicRepublicof),75.5,,59.7,,14.8,83.0,0.774,
Iran(IslamicRepublicof),75.4,,58.5,0.01,14.9,83.0,0.77,6.89
Iran(IslamicRepublicof),75.3,,57.2,0.01,15.0,83.0,0.769,6.49
Iran(IslamicRepublicof),75.1,,56.0,0.01,13.6,85.0,0.755,6.98
Iran(IslamicRepublicof),74.7,,54.8,0.03,13.1,93.0,0.745,7.12
Iran(IslamicRepublicof),74.1,,53.6,0.03,12.9,16.0,0.735,8.2
Iran(IslamicRepublicof),73.3,,52.5,0.03,12.8,122.0,0.728,7.63
Iran(IslamicRepublicof),72.7,,51.4,0.02,12.1,135.0,0.716,6.28
Iran(IslamicRepublicof),72.4,,5.4,0.02,11.8,138.0,0.704,5.84
Iran(IslamicRepublicof),72.2,,49.4,0.02,11.4,139.0,0.692,5.95
Iran(IslamicRepublicof),72.0,,48.5,0.01,11.4,139.0,0.687,6.6
Iran(IslamicRepublicof),71.8,,47.6,0.01,11.8,139.0,0.686,5.89
Iran(IslamicRepublicof),75.0,,46.9,0.01,11.8,154.0,0.679,5.42
Iran(IslamicRepublicof),71.2,,46.2,0.01,11.9,142.0,0.674,5.39
Iran(IslamicRepublicof),78.0,,45.5,0.01,11.6,146.0,0.666,5.2
Iran(IslamicRepublicof),73.0,,44.9,0.01,11.6,15.0,0.66,4.47
Iraq,68.9,4974.2693,59.1,,10.1,182.0,0.649,
Iraq,67.9,673.74737,58.5,0.01,10.1,199.0,0.658,5.54
Iraq,69.5,6925.22446,57.8,0.01,10.3,17.0,0.659,5.92
Iraq,76.0,6651.12242,57.2,0.01,10.5,147.0,0.656,5.26
Iraq,77.0,5854.614497,56.5,0.17,10.4,144.0,0.649,3.32
Iraq,76.0,452.74948,55.8,0.19,10.4,145.0,0.646,3.82
Iraq,74.0,3735.144836,55.2,0.2,10.3,148.0,0.643,4.65
Iraq,69.3,4521.3247,54.5,0.17,10.3,167.0,0.638,3.93
Iraq,65.9,3129.224922,53.8,0.14,10.2,227.0,0.636,3.69
Iraq,64.7,2351.812429,53.2,0.03,10.2,249.0,0.631,3.0
Iraq,66.8,1849.63911,52.5,0.18,10.1,29.0,0.628,4.13
Iraq,67.2,1391.816923,51.9,0.32,9.8,21.0,0.603,5.61
Iraq,66.5,,51.3,0.07,9.4,213.0,0.616,4.36
Iraq,74.0,,5.6,0.15,9.1,14.0,0.614,
Iraq,72.0,,5.1,0.17,8.7,142.0,0.607,
Iraq,70.0,,49.5,0.2,8.6,144.0,0.603,
Ireland,81.4,6664.144,62.8,,18.6,64.0,0.92,
Ireland,81.2,5553.32623,62.1,10.75,18.6,66.0,0.91,7.78
Ireland,81.0,5234.76736,61.3,10.49,18.6,67.0,0.902,8.1
Ireland,85.0,49231.36254,6.5,11.49,18.5,69.0,0.895,8.32
Ireland,84.0,52567.52568,59.7,11.72,18.5,7.0,0.909,8.15
Ireland,86.0,48538.58776,58.9,11.88,18.2,68.0,0.907,8.76
Ireland,79.7,51983.78892,58.2,11.41,17.9,77.0,0.909,9.53
Ireland,79.8,61235.415,57.4,12.66,17.9,75.0,0.908,8.64
Ireland,79.5,61388.17457,56.6,13.59,17.6,75.0,0.902,7.57
Ireland,79.0,54326.9713,55.8,13.44,17.6,78.0,0.896,7.22
Ireland,78.7,5886.82789,55.1,13.31,17.5,78.0,0.889,7.27
Ireland,78.3,47631.6377,54.4,13.32,17.1,82.0,0.88,7.34
Ireland,78.0,4117.15532,53.6,13.24,16.8,82.0,0.87,7.5
Ireland,77.4,32539.1937,52.9,14.17,16.5,88.0,0.862,6.85
Ireland,77.0,28223.55528,52.2,14.27,16.4,89.0,0.857,6.6
Ireland,76.4,26241.91883,51.5,14.07,16.2,94.0,0.848,6.3
Israel,82.5,35729.37253,64.9,,16.0,58.0,0.898,
Israel,82.2,37582.84624,64.6,2.62,16.0,6.0,0.895,7.81
Israel,82.1,36393.66932,64.2,2.69,15.9,61.0,0.891,7.89
Israel,81.8,32569.59683,63.8,2.78,15.9,6.0,0.889,7.73
Israel,81.8,33657.15727,63.4,2.67,15.8,61.0,0.883,7.39
Israel,81.7,3661.994,63.0,2.63,15.7,61.0,0.878,7.36
Israel,81.5,27795.87671,62.6,2.55,15.6,63.0,0.876,7.46
Israel,81.0,29657.4421,62.1,2.47,15.8,65.0,0.877,7.33
Israel,84.0,258.637,61.6,2.33,15.7,68.0,0.872,7.37
Israel,84.0,2195.1769,61.1,2.23,15.7,68.0,0.87,7.38
Israel,80.0,2611.17931,6.6,2.41,15.8,71.0,0.866,7.44
Israel,81.0,19888.172,6.1,2.23,15.9,69.0,0.863,7.35
Israel,79.7,18946.99942,59.6,2.32,16.0,71.0,0.863,7.44
Israel,79.3,18431.15696,59.2,2.47,15.3,74.0,0.855,7.49
Israel,79.3,236.19646,58.7,2.53,15.1,74.0,0.85,7.61
Israel,78.9,2152.1432,58.3,2.53,15.2,76.0,0.845,7.13
Italy,82.7,349.14755,63.6,,16.3,56.0,0.881,
Italy,82.5,35396.66517,63.1,7.56,16.3,57.0,0.877,9.25
Italy,82.3,3537.27441,62.6,7.35,16.5,58.0,0.876,9.22
Italy,82.0,34814.12436,62.1,7.49,16.6,6.0,0.877,9.28
Italy,82.0,38334.68477,61.5,6.98,16.4,6.0,0.872,9.27
Italy,81.8,35849.37364,61.0,6.95,16.4,6.0,0.869,9.42
Italy,81.6,36976.84512,6.5,7.25,16.3,61.0,0.868,9.41
Italy,81.5,464.18465,59.9,7.96,16.3,61.0,0.866,8.89
Italy,81.3,37698.78573,59.4,8.37,16.1,63.0,0.862,8.48
Italy,81.2,3341.7482,58.8,8.44,16.0,65.0,0.856,8.82
Italy,88.0,31959.26215,58.2,8.65,15.8,66.0,0.851,8.71
Italy,89.0,31174.56118,57.6,8.98,15.6,66.0,0.846,8.49
Italy,79.9,27387.2258,57.0,9.3,15.4,72.0,0.841,8.17
Italy,80.0,22196.5736,56.4,9.25,15.2,72.0,0.836,8.23
Italy,79.8,24.819,55.7,9.69,14.9,75.0,0.828,8.11
Italy,79.4,251.2426,55.0,9.78,14.8,77.0,0.823,7.91
Jamaica,76.2,4965.989857,54.2,,12.8,125.0,0.729,
Jamaica,75.8,4855.743789,53.5,3.83,12.8,133.0,0.727,5.36
Jamaica,75.6,56.144952,52.7,3.79,12.8,136.0,0.727,5.91
Jamaica,75.3,521.33363,52.0,3.65,12.8,138.0,0.725,5.66
Jamaica,75.2,513.549487,51.2,3.58,12.8,139.0,0.722,5.21
Jamaica,75.0,4682.728424,5.5,3.55,12.7,138.0,0.721,5.3
Jamaica,74.7,4293.383274,49.7,3.33,12.7,142.0,0.721,5.16
Jamaica,74.5,492.492378,48.9,3.51,12.6,145.0,0.718,5.4
Jamaica,74.2,462.517913,48.1,3.64,12.5,148.0,0.714,4.87
Jamaica,74.0,4313.1682,47.2,3.63,12.5,15.0,0.709,4.22
Jamaica,73.5,482.24762,46.3,3.59,12.4,161.0,0.706,4.7
Jamaica,73.3,3719.97351,45.4,3.67,11.1,165.0,0.689,4.8
Jamaica,73.1,3465.221998,44.5,3.48,11.9,166.0,0.694,4.56
Jamaica,73.0,3596.496282,43.5,3.76,11.7,167.0,0.69,4.86
Jamaica,72.7,3394.878,42.5,3.89,10.9,171.0,0.68,5.34
Jamaica,72.6,336.8742,41.6,3.46,11.4,171.0,0.682,5.81
Japan,83.7,34474.13736,29.0,,15.3,55.0,0.902,
Japan,83.5,3896.21151,28.6,0.01,15.3,57.0,0.899,1.23
Japan,83.5,4454.44746,28.2,7.55,15.3,56.0,0.894,1.25
Japan,83.3,4863.47665,27.8,7.39,15.3,58.0,0.889,1.17
Japan,82.5,48167.99727,27.4,7.39,15.1,64.0,0.884,1.7
Japan,83.0,4457.67639,26.9,6.9,15.1,62.0,0.879,9.58
Japan,83.0,4855.17564,26.4,7.09,15.0,64.0,0.881,9.51
Japan,82.7,39339.29757,25.9,7.11,15.0,66.0,0.88,8.6
Japan,82.6,35275.22843,25.4,7.29,15.0,67.0,0.877,8.25
Japan,82.4,35433.98896,24.9,7.49,14.9,68.0,0.873,8.19
Japan,82.0,37217.64873,24.4,7.99,14.9,69.0,0.87,8.18
Japan,82.1,37688.72234,23.8,7.7,14.8,68.0,0.866,8.3
Japan,81.9,3488.3992,23.4,7.83,14.8,7.0,0.863,8.0
Japan,81.8,32289.3554,22.9,7.87,14.7,7.0,0.86,7.85
Japan,81.5,33846.46564,22.5,8.03,14.6,72.0,0.856,7.75
Japan,81.1,38532.488,22.2,7.97,14.5,74.0,0.852,7.53
Jordan,74.1,496.99275,65.6,,13.1,112.0,0.741,
Jordan,74.0,466.94775,64.8,0.41,13.1,113.0,0.737,7.45
Jordan,73.9,3992.86717,64.0,0.4,13.1,114.0,0.737,7.23
Jordan,73.7,387.753211,63.2,0.41,12.9,115.0,0.735,8.0
Jordan,73.6,387.324145,62.4,0.43,13.1,116.0,0.737,8.39
Jordan,73.4,3679.19275,61.7,0.51,13.2,117.0,0.739,8.42
Jordan,73.3,3492.1396,6.9,0.59,13.6,118.0,0.742,9.54
Jordan,73.1,3385.69665,6.1,0.61,13.6,119.0,0.739,8.78
Jordan,73.0,2762.86354,59.3,0.6,13.6,12.0,0.736,8.35
Jordan,72.8,2537.349,58.6,0.59,13.7,121.0,0.733,8.8
Jordan,72.4,223.83787,57.8,0.55,13.8,127.0,0.73,8.88
Jordan,72.5,261.456882,57.0,0.54,13.5,125.0,0.723,9.5
Jordan,72.3,1889.213962,56.3,0.54,13.2,127.0,0.717,9.15
Jordan,72.1,1812.288374,55.5,0.54,13.0,129.0,0.712,9.68
Jordan,71.9,1728.2659,54.8,0.55,12.7,131.0,0.706,9.9
Jordan,71.7,1657.889256,54.0,0.49,12.6,133.0,0.7,9.65
Kazakhstan,72.0,159.9817,53.1,,15.0,198.0,0.793,
Kazakhstan,69.9,1286.56511,52.3,6.29,15.0,22.0,0.789,4.36
Kazakhstan,69.5,1389.8561,51.4,6.48,15.0,28.0,0.782,4.3
Kazakhstan,69.1,12387.18982,5.6,6.82,14.7,214.0,0.774,4.32
Kazakhstan,68.5,11634.42422,49.9,6.63,14.4,224.0,0.766,4.6
Kazakhstan,67.8,97.649972,49.2,6.83,14.5,236.0,0.763,4.42
Kazakhstan,67.8,7165.2775,48.5,6.64,14.6,235.0,0.758,4.13
Kazakhstan,66.6,8513.564645,47.9,7.6,14.6,258.0,0.758,3.65
Kazakhstan,65.3,6771.414797,47.3,7.44,14.7,288.0,0.754,3.19
Kazakhstan,65.0,5291.57565,46.8,7.08,14.3,295.0,0.747,3.73
Kazakhstan,64.6,3771.278957,46.3,6.94,13.9,294.0,0.737,4.7
Kazakhstan,64.7,2874.288291,45.8,6.55,13.5,287.0,0.725,3.95
Kazakhstan,64.4,268.123657,45.3,6.58,13.1,282.0,0.714,3.7
Kazakhstan,64.7,1658.31146,44.8,5.99,12.7,276.0,0.7,3.61
Kazakhstan,64.4,149.926751,44.4,5.75,12.3,284.0,0.685,3.47
Kazakhstan,63.9,1229.958,43.9,6.0,12.1,292.0,0.676,4.16
Kenya,63.4,1349.97144,22.0,,11.1,249.0,0.55,
Kenya,62.9,1335.6458,21.3,0.01,11.1,255.0,0.546,5.72
Kenya,62.6,1229.114798,2.7,1.84,11.1,258.0,0.541,5.57
Kenya,62.1,1155.2582,2.1,1.81,11.1,263.0,0.536,5.49
Kenya,61.2,987.4453967,19.5,1.8,11.1,278.0,0.53,5.23
Kenya,63.0,967.34773,18.9,1.73,11.1,294.0,0.523,3.97
Kenya,59.1,92.816252,18.4,1.86,10.7,317.0,0.514,4.17
Kenya,57.9,916.8992515,17.9,1.71,10.4,339.0,0.506,3.9
Kenya,56.8,839.181117,17.3,1.97,10.1,356.0,0.494,4.8
Kenya,55.3,697.66385,16.9,1.76,9.7,388.0,0.483,4.24
Kenya,54.1,519.7999346,16.4,1.82,9.6,412.0,0.474,4.36
Kenya,53.0,458.8843551,15.9,1.43,8.9,432.0,0.461,4.29
Kenya,52.4,436.6875357,15.5,1.49,8.2,437.0,0.45,4.45
Kenya,52.1,395.8493511,15.1,1.66,8.5,437.0,0.451,4.54
Kenya,51.9,41.7763612,14.7,1.63,8.4,434.0,0.447,4.62
Kenya,51.9,43.9797132,14.4,1.51,8.4,428.0,0.448,4.68
Kiribati,66.3,1424.483611,77.6,,11.9,198.0,0.586,
Kiribati,66.1,1684.54274,77.1,0.01,11.9,2.0,0.597,1.21
Kiribati,65.8,1724.361737,76.7,0.01,11.9,22.0,0.589,1.15
Kiribati,65.7,1763.815497,76.2,0.01,11.9,24.0,0.581,1.37
Kiribati,65.5,1692.613277,75.7,0.53,11.9,26.0,0.585,1.42
Kiribati,65.3,1493.1651,75.2,0.48,11.9,27.0,0.584,1.52
Kiribati,65.2,1297.285141,74.6,0.54,11.9,28.0,0.576,12.24
Kiribati,65.1,1413.3234,74.1,0.46,11.6,21.0,0.572,12.23
Kiribati,65.0,1357.632211,73.4,0.68,11.8,211.0,0.574,13.66
Kiribati,65.0,1151.555618,72.8,0.76,12.1,212.0,0.576,1.93
Kiribati,64.9,1214.556667,72.1,0.6,12.2,213.0,0.0,1.6
Kiribati,64.8,113.6286,71.4,0.48,12.4,214.0,0.0,1.39
Kiribati,64.7,115.3865,7.6,0.5,11.6,215.0,0.0,9.98
Kiribati,64.6,826.58554,69.7,0.49,11.7,217.0,0.0,9.1
Kiribati,64.3,734.9492461,68.8,0.6,10.4,219.0,0.0,9.0
Kiribati,64.1,796.7937634,67.9,0.46,10.0,222.0,0.0,8.12
Kuwait,74.7,28975.418,71.4,,13.3,81.0,0.799,
Kuwait,74.6,42996.4812,7.8,0.01,13.0,82.0,0.787,3.4
Kuwait,74.5,48399.9581,7.2,0.01,13.1,83.0,0.796,2.56
Kuwait,74.3,51264.7134,69.5,0.01,13.2,84.0,0.794,2.57
Kuwait,74.2,48268.5912,69.0,0.02,13.4,85.0,0.792,2.62
Kuwait,74.0,38497.61696,68.4,0.01,13.5,86.0,0.79,2.76
Kuwait,73.9,37567.3121,67.9,0.1,13.6,87.0,0.788,3.87
Kuwait,73.8,55571.9986,67.5,0.03,13.8,88.0,0.787,1.93
Kuwait,73.7,45793.97614,67.1,0.03,13.9,89.0,0.787,2.13
Kuwait,73.6,42717.55725,66.7,0.01,14.1,89.0,0.787,2.25
Kuwait,73.6,3549.26132,66.3,0.01,14.2,9.0,0.789,2.38
Kuwait,73.5,26921.8278,65.9,0.02,14.4,91.0,0.791,2.76
Kuwait,73.4,2271.56961,65.5,0.03,14.1,93.0,0.788,3.23
Kuwait,73.3,17789.41981,65.0,0.01,13.9,94.0,0.785,3.56
Kuwait,73.2,1654.96761,64.5,0.01,14.0,95.0,0.786,3.61
Kuwait,73.2,18389.38433,64.0,0.01,14.1,96.0,0.786,2.51
Kyrgyzstan,71.1,,44.9,,13.0,166.0,0.662,
Kyrgyzstan,78.0,,43.9,0.01,12.8,17.0,0.656,6.48
Kyrgyzstan,77.0,,43.0,0.01,12.5,174.0,0.647,6.68
Kyrgyzstan,69.9,,42.2,0.01,12.3,18.0,0.638,6.97
Kyrgyzstan,69.4,,41.4,3.28,12.1,188.0,0.632,6.18
Kyrgyzstan,68.8,,4.7,2.73,12.2,199.0,0.631,6.66
Kyrgyzstan,68.5,,4.1,2.39,12.4,21.0,0.629,6.79
Kyrgyzstan,67.6,,39.5,2.53,12.6,217.0,0.624,6.7
Kyrgyzstan,67.2,,39.0,2.77,12.6,229.0,0.618,6.87
Kyrgyzstan,66.7,,38.5,2.48,12.5,234.0,0.613,6.73
Kyrgyzstan,66.9,,38.0,2.81,12.4,224.0,0.612,5.82
Kyrgyzstan,67.1,,37.5,3.41,12.5,218.0,0.609,5.57
Kyrgyzstan,66.6,,37.0,3.52,12.2,217.0,0.602,5.43
Kyrgyzstan,66.7,,36.5,3.31,12.1,215.0,0.601,5.43
Kyrgyzstan,67.2,,36.0,2.62,11.8,217.0,0.593,4.79
Kyrgyzstan,66.6,,35.6,2.13,11.4,225.0,0.586,4.68
LaoPeople'sDemocraticRepublic,65.7,,21.7,,10.8,194.0,0.582,
LaoPeople'sDemocraticRepublic,65.3,,2.9,0.01,10.6,199.0,0.573,1.87
LaoPeople'sDemocraticRepublic,64.9,,2.1,0.01,10.4,23.0,0.563,2.0
LaoPeople'sDemocraticRepublic,64.4,,19.4,0.01,10.2,28.0,0.554,2.12
LaoPeople'sDemocraticRepublic,64.0,,18.7,5.39,9.9,213.0,0.542,2.2
LaoPeople'sDemocraticRepublic,63.6,,18.0,5.95,9.6,218.0,0.535,2.75
LaoPeople'sDemocraticRepublic,63.1,,17.3,5.18,9.4,223.0,0.525,3.77
LaoPeople'sDemocraticRepublic,62.6,,16.7,5.1,9.2,228.0,0.518,2.77
LaoPeople'sDemocraticRepublic,62.1,,16.1,5.0,9.0,234.0,0.509,4.14
LaoPeople'sDemocraticRepublic,61.5,,15.5,3.69,9.0,24.0,0.503,4.14
LaoPeople'sDemocraticRepublic,61.0,,14.9,3.68,8.7,246.0,0.494,4.32
LaoPeople'sDemocraticRepublic,64.0,,14.4,3.53,8.6,252.0,0.485,4.54
LaoPeople'sDemocraticRepublic,59.8,,13.8,3.41,8.3,259.0,0.477,4.91
LaoPeople'sDemocraticRepublic,59.3,,13.3,3.33,8.0,265.0,0.468,4.4
