no,who,Newbie,Age,Gender,Household Income,Sexual Preference,Country,Education Attainment,Major Occupation,Marital Status,Years on Internet
18996,id75172,1,21.0,Male,$20-29,Heterosexual,Pennsylvania,Some College,Education,Married,Under 6 mo
18997,id76093,0,55.0,Female,,Heterosexual,Texas,Some College,Professional,Divorced,1-3 yr
18998,id76391,0,45.0,Male,Over $100,Heterosexual,New York,College,Management,Married,1-3 yr
18999,id81608,0,31.0,Male,$40-49,Heterosexual,Maryland,Some College,Computer,Other,1-3 yr
19000,id83601,0,19.0,Male,$30-39,Heterosexual,Michigan,Some College,Education,Single,1-3 yr
19001,id85820,0,23.0,Male,$50-74,,California,Masters,Computer,Single,4-6 yr
19002,id86879,0,25.0,Male,$75-99,Heterosexual,Sweden,Some College,Computer,Other,1-3 yr
19003,id72228,0,52.0,Female,$30-39,Heterosexual,California,Doctoral,Other,Divorced,Over 7 yr
19004,id77441,0,41.0,Male,$30-39,Heterosexual,Wyoming,College,Education,Single,1-3 yr
19005,id72231,1,13.0,Male,Over $100,Heterosexual,Minnesota,Other,Education,,6-12 mo
19006,id72234,1,56.0,Female,$50-74,Heterosexual,Maryland,Masters,Computer,Married,Under 6 mo
19007,id72236,1,,Male,,,California,Some College,Other,,6-12 mo
19008,id39407,0,30.0,Female,$30-39,Heterosexual,New York,Masters,Computer,Single,1-3 yr
19009,id79178,0,35.0,Female,Over $100,,Alabama,Masters,Professional,Single,4-6 yr
19010,id74603,1,26.0,Male,,Heterosexual,United Kingdom,College,Computer,Single,6-12 mo
19011,id72239,1,36.0,Female,$50-74,Heterosexual,Colorado,College,Professional,Married,6-12 mo
19012,id73415,0,40.0,Male,$30-39,Heterosexual,Florida,College,Professional,Married,1-3 yr
19013,id78925,0,48.0,Female,Over $100,Heterosexual,Florida,College,Professional,Single,4-6 yr
19014,id71519,0,40.0,Male,Over $100,Gay male,California,Professional,Professional,Single,1-3 yr
19015,id71949,0,45.0,Female,,Heterosexual,Ohio,Some College,Other,Married,1-3 yr
19016,id73218,1,22.0,Male,$10-19,Heterosexual,Texas,Some College,Computer,Single,6-12 mo
19017,id78608,1,30.0,Male,$30-39,Heterosexual,Utah,Some College,Professional,Married,Under 6 mo
19018,id79360,1,67.0,Female,$20-29,Heterosexual,New York,Some College,Other,Divorced,Under 6 mo
19019,id80199,1,29.0,Male,$40-49,Heterosexual,Washington,Some College,Computer,Other,6-12 mo
19020,id85377,0,19.0,Female,,,California,Some College,Education,Single,1-3 yr
19021,id72241,1,19.0,Male,Under $10,,Nebraska,High School,Other,Single,6-12 mo
19022,id82354,0,50.0,Female,,,New York,Some College,Management,Divorced,1-3 yr
19023,id72245,0,53.0,Male,,Heterosexual,California,Some College,Professional,Married,4-6 yr
19024,id72246,0,39.0,Female,Over $100,Heterosexual,Ohio,Doctoral,Education,Married,1-3 yr
19025,id80849,0,26.0,Male,Over $100,Heterosexual,Virginia,Some College,Computer,Married,Over 7 yr
19026,id72249,1,32.0,Male,$50-74,Heterosexual,Washington,Some College,Management,Married,6-12 mo
19027,id45577,0,44.0,Male,Over $100,Heterosexual,South Carolina,Doctoral,Education,Married,Over 7 yr
19028,id89432,0,23.0,Male,$50-74,Heterosexual,New York,College,Professional,Single,4-6 yr
19029,id80198,1,49.0,Female,$40-49,Heterosexual,Nevada,High School,Other,Married,Under 6 mo
19030,id83237,0,55.0,Male,$50-74,Heterosexual,California,Some College,Computer,Married,1-3 yr
19031,id76717,0,21.0,Male,Over $100,Heterosexual,Washington D.C.,Some College,Education,Single,4-6 yr
19032,id82941,0,23.0,Male,Over $100,Heterosexual,Massachusetts,College,Computer,Single,Over 7 yr
19033,id87237,1,16.0,Male,$75-99,Heterosexual,California,Grammar,Education,Single,6-12 mo
19034,id75611,0,19.0,Male,,Heterosexual,New York,High School,Education,Single,1-3 yr
19035,id77444,0,,Male,,Gay male,Louisiana,Other,Computer,,4-6 yr
19036,id81610,1,45.0,Female,$40-49,Heterosexual,Australia,Doctoral,Education,Married,Under 6 mo
19037,id85896,0,42.0,Male,$50-74,Heterosexual,Arizona,Some College,Computer,Married,1-3 yr
19038,id90057,0,25.0,Male,$10-19,Heterosexual,Arizona,Some College,Computer,Other,1-3 yr
19039,id83376,0,21.0,Male,$30-39,Heterosexual,Minnesota,Some College,Computer,Single,4-6 yr
19040,id71957,1,23.0,Female,$20-29,Heterosexual,California,Special,Computer,Single,Under 6 mo
19041,id75210,0,25.0,Female,$20-29,Heterosexual,Tennessee,Some College,Education,Other,4-6 yr
19042,id75471,1,65.0,Male,$40-49,Heterosexual,North Carolina,College,Other,Married,6-12 mo
19043,id74533,0,28.0,Male,Under $10,,Germany,Other,Education,Single,4-6 yr
19044,id82586,0,44.0,Male,$75-99,,Canada & Mexico,Masters,Computer,Married,Over 7 yr
19045,id77200,1,15.0,Male,,Heterosexual,Other,Grammar,Education,Single,Under 6 mo
19046,id82003,0,21.0,Male,,Heterosexual,Minnesota,Some College,Education,Single,1-3 yr
19047,id89002,0,33.0,Male,$75-99,Heterosexual,California,College,Computer,Married,1-3 yr
19048,id71491,1,14.0,Male,,Heterosexual,Florida,Other,Education,Single,Under 6 mo
19049,id73108,0,19.0,Male,,Heterosexual,Florida,Some College,Education,Single,1-3 yr
19050,id87150,0,24.0,Male,Under $10,Heterosexual,Michigan,College,Education,Other,1-3 yr
19051,id73362,1,31.0,Female,,Heterosexual,Singapore,Professional,Professional,Single,6-12 mo
19052,id83892,0,44.0,Male,Over $100,Heterosexual,Georgia,College,Management,Married,4-6 yr
19053,id89246,0,31.0,Male,$30-39,Heterosexual,Florida,High School,Computer,Single,1-3 yr
19054,id81679,0,32.0,Male,$50-74,Heterosexual,California,Some College,Computer,Divorced,Over 7 yr
19055,id85343,1,34.0,Male,$75-99,Heterosexual,Florida,Some College,Computer,Single,6-12 mo
19056,id81438,0,25.0,Male,Under $10,Bisexual,New York,College,Computer,Single,4-6 yr
19057,id72265,1,41.0,Female,$40-49,Heterosexual,California,Some College,Computer,Divorced,Under 6 mo
19058,id72266,1,22.0,Female,Under $10,Heterosexual,Mississippi,College,Education,Single,6-12 mo
19059,id89353,0,27.0,Male,$20-29,Heterosexual,Utah,College,Computer,Married,1-3 yr
19060,id72267,0,26.0,Male,$50-74,Heterosexual,California,College,Management,Married,1-3 yr
19061,id72269,0,45.0,Male,$40-49,Heterosexual,Florida,High School,Management,Married,4-6 yr
19062,id56246,0,35.0,Male,,,California,College,Professional,Married,1-3 yr
19063,id80102,0,18.0,Male,,Heterosexual,New York,Some College,Education,Single,1-3 yr
19064,id87531,0,57.0,Male,$10-19,Heterosexual,Illinois,Masters,Education,Divorced,1-3 yr
19065,id72271,0,58.0,Female,$50-74,Lesbian,California,Masters,Education,Divorced,1-3 yr
19066,id72273,0,49.0,Male,$50-74,Heterosexual,Alberta,Some College,Other,Married,1-3 yr
19067,id83893,0,52.0,Male,$30-39,Heterosexual,United Kingdom,Some College,Education,Divorced,1-3 yr
19068,id72276,0,26.0,Female,$50-74,Heterosexual,Ontario,College,Other,Other,1-3 yr
19069,id73017,0,44.0,Male,$40-49,Heterosexual,South Carolina,Masters,Computer,Married,1-3 yr
19070,id72277,1,24.0,Male,$30-39,Heterosexual,Texas,Some College,Computer,Other,6-12 mo
19071,id82108,1,50.0,Male,$50-74,Heterosexual,Ontario,Some College,Professional,Married,6-12 mo
19072,id72278,1,32.0,Male,$75-99,Heterosexual,North Carolina,Some College,Management,Single,6-12 mo
19073,id72281,0,45.0,Female,$50-74,Heterosexual,Vermont,College,Computer,Married,4-6 yr
19074,id72284,1,50.0,Male,$40-49,Heterosexual,Texas,Professional,Professional,Married,Under 6 mo
19075,id73018,0,19.0,Male,Under $10,Heterosexual,Ohio,Some College,Education,Single,1-3 yr
19076,id76493,0,,Male,Under $10,Heterosexual,Saskatchewan,Other,Management,Single,1-3 yr
19077,id82677,0,38.0,Male,Over $100,,Florida,College,Management,Other,1-3 yr
19078,id72287,0,50.0,Female,$50-74,Heterosexual,Connecticut,Masters,Management,Single,1-3 yr
19079,id72289,0,51.0,Male,$10-19,Heterosexual,Georgia,Special,Computer,Single,1-3 yr
19080,id74098,0,,Male,$10-19,Heterosexual,Ontario,Masters,Education,Single,Over 7 yr
19081,id77067,0,25.0,Male,$20-29,Heterosexual,North Carolina,College,Professional,Single,1-3 yr
19082,id78920,0,40.0,Male,$20-29,Gay male,Louisiana,Some College,Other,Single,1-3 yr
19083,id79699,0,34.0,Male,$50-74,Heterosexual,New Jersey,Masters,Computer,Divorced,Over 7 yr
19084,id89003,0,30.0,Male,$20-29,Heterosexual,Virginia,Masters,Education,Married,1-3 yr
19085,id73022,0,39.0,Male,,Heterosexual,Georgia,Special,Other,Married,1-3 yr
19086,id75692,0,35.0,Male,$50-74,Gay male,California,College,Computer,Single,1-3 yr
19087,id76289,0,27.0,Male,$30-39,Heterosexual,Ohio,College,Computer,Single,Over 7 yr
19088,id86033,0,37.0,Male,$30-39,Gay male,Florida,College,Management,Single,4-6 yr
19089,id52123,0,39.0,Male,Over $100,Heterosexual,Massachusetts,Some College,Management,Other,Over 7 yr
19090,id72292,0,57.0,Male,$30-39,Heterosexual,Texas,College,Education,Married,4-6 yr
19091,id72458,0,22.0,Male,$10-19,Heterosexual,Massachusetts,College,Computer,Single,4-6 yr
19092,id86199,0,26.0,Female,$20-29,Heterosexual,Illinois,Masters,Other,Single,1-3 yr
19093,id72294,1,,Male,$50-74,Heterosexual,New Jersey,College,Professional,Married,Under 6 mo
19094,id72298,0,57.0,Female,$30-39,Heterosexual,Pennsylvania,Some College,Other,Married,1-3 yr
19095,id80201,0,34.0,Male,$50-74,Heterosexual,Tennessee,Masters,Professional,Married,1-3 yr
19096,id72055,1,40.0,Female,,Heterosexual,Michigan,High School,Other,Married,Under 6 mo
19097,id72303,1,29.0,Male,$75-99,Heterosexual,Hawaii,Some College,Professional,Married,6-12 mo
19098,id74905,0,32.0,Male,$50-74,Heterosexual,New Jersey,Masters,Computer,Married,Over 7 yr
19099,id82577,0,49.0,Male,$75-99,Heterosexual,Pennsylvania,College,Computer,Married,4-6 yr
19100,id74907,0,18.0,Male,Over $100,Bisexual,California,Some College,Education,Single,1-3 yr
19101,id73033,0,41.0,Male,Over $100,Heterosexual,Nebraska,Some College,Management,Married,1-3 yr
19102,id81667,0,23.0,Male,$40-49,Heterosexual,Ontario,College,Professional,Single,4-6 yr
19103,id81723,0,28.0,Male,$75-99,Heterosexual,New York,Masters,Computer,Married,Over 7 yr
19104,id82583,0,50.0,Female,$20-29,Lesbian,Tennessee,Masters,Professional,Single,1-3 yr
19105,id72304,0,50.0,Male,$30-39,Heterosexual,Kansas,Some College,Other,Married,1-3 yr
19106,id81860,1,49.0,Female,$50-74,Heterosexual,Maryland,Some College,Management,Married,6-12 mo
19107,id84209,1,36.0,Male,,Heterosexual,Massachusetts,Some College,Other,Married,6-12 mo
19108,id71952,0,46.0,Male,$50-74,Heterosexual,Georgia,College,Professional,Married,1-3 yr
19109,id72309,0,37.0,Male,$10-19,Heterosexual,Missouri,Professional,Other,Single,1-3 yr
19110,id73806,0,27.0,Male,Over $100,Heterosexual,New Jersey,Some College,Management,Other,1-3 yr
19111,id77360,0,26.0,Male,Over $100,Heterosexual,Illinois,College,Computer,Single,Over 7 yr
19112,id72063,1,49.0,Male,$50-74,Heterosexual,Kansas,College,Other,Married,Under 6 mo
19113,id72312,1,45.0,Male,$40-49,Heterosexual,Massachusetts,Other,Professional,Divorced,Under 6 mo
19114,id72313,1,23.0,Male,,Heterosexual,Virginia,High School,Computer,Married,6-12 mo
19115,id81339,0,34.0,Male,$50-74,Heterosexual,Colorado,Masters,Management,Married,1-3 yr
19116,id88292,0,47.0,Male,$50-74,Heterosexual,Washington,Masters,Professional,Married,1-3 yr
19117,id72316,0,42.0,Female,$75-99,Heterosexual,Ontario,College,Other,Married,1-3 yr
19118,id75910,0,49.0,Female,$50-74,Heterosexual,California,Some College,Other,Other,1-3 yr
19119,id76729,0,25.0,Male,$30-39,Heterosexual,New York,College,Professional,Other,4-6 yr
19120,id71538,0,32.0,Male,$40-49,Heterosexual,New Jersey,Some College,Management,Single,1-3 yr
19121,id72318,0,53.0,Male,$75-99,Heterosexual,California,Masters,Education,Other,1-3 yr
19122,id78988,0,27.0,Male,$50-74,Heterosexual,North Carolina,College,Computer,Married,1-3 yr
19123,id80926,1,32.0,Female,$20-29,Heterosexual,British Columbia,College,Management,Married,6-12 mo
19124,id86191,0,67.0,Male,$10-19,Heterosexual,Colorado,Masters,Education,Divorced,1-3 yr
19125,id81896,1,30.0,Female,$50-74,Heterosexual,Florida,College,Professional,Married,Under 6 mo
19126,id82588,0,25.0,Female,$30-39,Heterosexual,Alberta,Special,Professional,Single,1-3 yr
19127,id86863,0,26.0,Female,$40-49,Heterosexual,New York,College,Professional,Single,1-3 yr
19128,id86303,0,43.0,Male,Over $100,Heterosexual,Missouri,College,Professional,Other,1-3 yr
19129,id86503,1,44.0,Female,$75-99,Heterosexual,Florida,Masters,Professional,Married,Under 6 mo
19130,id79700,0,34.0,Male,$30-39,Heterosexual,Wisconsin,Professional,Professional,Married,1-3 yr
19131,id81734,0,58.0,Male,$30-39,Heterosexual,California,College,Computer,Single,1-3 yr
19132,id85011,1,30.0,Male,$10-19,Heterosexual,Washington,Some College,Other,Single,6-12 mo
19133,id72065,1,32.0,Female,$40-49,Heterosexual,Indiana,College,Other,Married,Under 6 mo
19134,id72798,1,18.0,Male,Under $10,Heterosexual,California,Grammar,Education,Single,Under 6 mo
19135,id81735,0,26.0,Male,,Heterosexual,California,Some College,Computer,Single,Over 7 yr
19136,id90028,1,42.0,Male,$50-74,Heterosexual,Alaska,Some College,Other,Married,6-12 mo
19137,id90078,0,36.0,Male,$40-49,Heterosexual,California,Some College,Computer,Other,1-3 yr
19138,id73251,1,21.0,Male,,Heterosexual,Utah,Some College,Education,Single,6-12 mo
19139,id42524,1,41.0,Male,$75-99,Heterosexual,California,Masters,Management,Married,6-12 mo
19140,id80902,0,25.0,Male,$40-49,Heterosexual,New Zealand,College,Computer,Single,Over 7 yr
19141,id88916,0,16.0,Male,$40-49,Heterosexual,California,Grammar,Education,Single,1-3 yr
19142,id88958,0,24.0,Male,$40-49,Heterosexual,California,Some College,Professional,Single,4-6 yr
19143,id87379,1,53.0,Female,$30-39,Heterosexual,Australia,Some College,Computer,Separated,6-12 mo
19144,id76640,0,32.0,Male,$20-29,Heterosexual,Georgia,Masters,Education,Single,4-6 yr
19145,id79151,0,32.0,Male,$20-29,Heterosexual,Utah,Some College,Computer,Divorced,4-6 yr
19146,id83254,0,39.0,Male,Over $100,Heterosexual,Wisconsin,College,Computer,Married,4-6 yr
19147,id83795,0,48.0,Female,$30-39,Heterosexual,Michigan,Some College,Other,Widowed,1-3 yr
19148,id76078,0,38.0,Male,$30-39,Heterosexual,Australia,College,Education,Married,1-3 yr
19149,id71913,0,42.0,Female,,Heterosexual,Texas,Special,Computer,Married,1-3 yr
19150,id75295,0,54.0,Female,$30-39,Heterosexual,Maryland,Some College,Computer,Married,1-3 yr
19151,id81380,0,39.0,Male,$30-39,Heterosexual,South Africa,College,Education,Married,1-3 yr
19152,id72169,0,18.0,Female,Under $10,Heterosexual,Virginia,Some College,Education,Single,1-3 yr
19153,id79443,0,32.0,Male,$20-29,Heterosexual,United Kingdom,High School,Management,Other,1-3 yr
19154,id82594,0,21.0,Male,$20-29,Heterosexual,Florida,Some College,Computer,Single,1-3 yr
19155,id84696,0,26.0,Male,$40-49,Heterosexual,California,College,Computer,Single,4-6 yr
19156,id72336,0,52.0,Female,$75-99,Heterosexual,California,Some College,Other,Married,1-3 yr
19157,id74497,0,42.0,Male,$75-99,Heterosexual,California,Masters,Computer,Divorced,1-3 yr
19158,id78860,0,35.0,Male,$50-74,Heterosexual,Australia,Some College,Computer,Married,1-3 yr
19159,id72338,0,26.0,Male,$20-29,Heterosexual,Pennsylvania,Some College,Computer,Single,1-3 yr
19160,id73285,1,15.0,Female,$30-39,Heterosexual,Kentucky,High School,Education,Single,Under 6 mo
19161,id73888,0,29.0,Female,$10-19,Heterosexual,New York,College,Education,Single,1-3 yr
19162,id72075,1,59.0,Female,Under $10,,Maine,Some College,Other,,Under 6 mo
19163,id73168,0,,Male,,,West Virginia,College,Professional,Married,4-6 yr
19164,id80597,0,22.0,Male,Over $100,Heterosexual,Maryland,College,Computer,Single,4-6 yr
19165,id72345,0,68.0,Male,$50-74,Heterosexual,Ohio,College,Professional,Married,1-3 yr
19166,id73167,0,23.0,Male,,Heterosexual,Brazil,High School,Education,Single,1-3 yr
19167,id74212,1,35.0,Male,,,Washington,Special,Other,Married,Under 6 mo
19168,id76157,0,36.0,Male,$50-74,Bisexual,Washington,Masters,Computer,Married,Over 7 yr
19169,id83353,1,29.0,Female,$30-39,Heterosexual,Massachusetts,Some College,Professional,Single,6-12 mo
19170,id7788,1,49.0,Female,$30-39,Heterosexual,Minnesota,Some College,Other,Married,Under 6 mo
19171,id72357,0,56.0,Male,$50-74,Heterosexual,Alabama,Special,Computer,Single,1-3 yr
19172,id72358,0,31.0,Male,Over $100,Heterosexual,New Jersey,Professional,Computer,Married,1-3 yr
19173,id74917,0,30.0,Male,$50-74,Heterosexual,Ohio,College,Computer,Married,Over 7 yr
19174,id72359,1,47.0,Male,$40-49,Heterosexual,California,Some College,Professional,Married,Under 6 mo
19175,id81742,0,47.0,Male,$50-74,Heterosexual,Nevada,College,Computer,Single,1-3 yr
19176,id89601,1,67.0,Male,$30-39,Heterosexual,Florida,High School,Other,Married,Under 6 mo
19177,id72709,1,15.0,Male,$75-99,Heterosexual,Pennsylvania,Grammar,Education,Single,Under 6 mo
19178,id83778,0,23.0,Female,$40-49,Heterosexual,Indiana,College,Professional,Single,1-3 yr
19179,id83982,1,,Female,,Heterosexual,Ohio,Professional,Other,Married,6-12 mo
19180,id84133,1,46.0,Male,,Heterosexual,Connecticut,Some College,Management,Single,6-12 mo
19181,id84134,0,31.0,Female,$20-29,Heterosexual,British Columbia,Special,Professional,Married,4-6 yr
19182,id79868,0,42.0,Male,$30-39,Heterosexual,New York,Some College,Computer,Separated,1-3 yr
19183,id72368,0,43.0,Female,$75-99,Heterosexual,Georgia,Masters,Professional,Married,1-3 yr
19184,id72369,1,68.0,Male,Over $100,Heterosexual,Oklahoma,Some College,Other,Married,6-12 mo
19185,id79193,0,40.0,Male,$40-49,Heterosexual,Ohio,College,Management,Married,4-6 yr
19186,id72372,0,20.0,Male,,Heterosexual,Indiana,Some College,Education,Single,1-3 yr
19187,id74322,0,22.0,Male,$50-74,Heterosexual,Illinois,Special,Education,Single,4-6 yr
19188,id72374,0,53.0,Male,$75-99,Heterosexual,New Jersey,Masters,Professional,Married,1-3 yr
19189,id72375,0,27.0,Male,$50-74,Heterosexual,New Jersey,College,Education,Married,4-6 yr
19190,id72376,1,46.0,Male,$40-49,Heterosexual,Texas,College,Education,Divorced,Under 6 mo
19191,id76494,0,42.0,Male,$50-74,Heterosexual,Michigan,College,Other,Married,4-6 yr
19192,id72380,1,59.0,Male,Over $100,Heterosexual,Indiana,Some College,Computer,Divorced,6-12 mo
19193,id72382,1,19.0,Male,,Heterosexual,Arkansas,Some College,Education,Single,6-12 mo
19194,id87265,0,56.0,Male,$40-49,Heterosexual,Colorado,College,Other,Married,1-3 yr
19195,id72383,1,38.0,Female,$50-74,Heterosexual,New Jersey,Some College,Management,Married,6-12 mo
19196,id72384,0,35.0,Male,$30-39,Heterosexual,Australia,Some College,Other,Single,1-3 yr
19197,id26992,1,27.0,Male,$20-29,Heterosexual,Pennsylvania,Special,Computer,Married,6-12 mo
19198,id82682,0,27.0,Male,$30-39,Heterosexual,Colorado,Special,Computer,Single,4-6 yr
19199,id80839,0,16.0,Male,Over $100,Heterosexual,West Virginia,Grammar,Education,Single,1-3 yr
19200,id74224,0,69.0,Male,$30-39,Heterosexual,Michigan,Masters,Other,Married,1-3 yr
19201,id79407,0,29.0,Male,$50-74,Heterosexual,Massachusetts,College,Computer,Married,Over 7 yr
19202,id82680,0,26.0,Female,Over $100,Heterosexual,Alberta,College,Management,Single,1-3 yr
19203,id88435,0,38.0,Male,$40-49,Heterosexual,Illinois,Some College,Professional,Married,1-3 yr
19204,id81465,1,21.0,Female,$10-19,Heterosexual,British Columbia,Some College,Education,Single,6-12 mo
19205,id82858,0,25.0,Male,$20-29,Heterosexual,California,Some College,Computer,Married,4-6 yr
19206,id77446,1,56.0,Male,,Heterosexual,Arkansas,High School,Other,Married,Under 6 mo
19207,id80244,1,46.0,Female,Over $100,Heterosexual,Australia,College,Education,Married,6-12 mo
19208,id81316,1,24.0,Male,$20-29,Heterosexual,Sweden,Some College,Other,Single,6-12 mo
19209,id87067,0,23.0,Male,$50-74,Heterosexual,New York,Special,Computer,Married,4-6 yr
19210,id81455,1,18.0,Male,$30-39,Heterosexual,Michigan,High School,Education,Single,6-12 mo
19211,id81457,0,48.0,Female,$50-74,Heterosexual,Florida,Masters,Other,Married,1-3 yr
19212,id83735,0,44.0,Male,$50-74,Heterosexual,South Dakota,Masters,Professional,Married,1-3 yr
19213,id72467,0,51.0,Male,$50-74,Heterosexual,Virginia,Some College,Management,Married,1-3 yr
19214,id83136,1,67.0,Male,Under $10,Heterosexual,Texas,Some College,Other,Single,Under 6 mo
19215,id77448,1,55.0,Female,,,Hawaii,Masters,Professional,Married,Under 6 mo
19216,id86237,0,37.0,Male,$50-74,Heterosexual,Texas,College,Management,Married,1-3 yr
19217,id89220,1,,Male,,Heterosexual,Indiana,Some College,Professional,,Under 6 mo
19218,id81466,0,39.0,Female,$30-39,Lesbian,Mississippi,Professional,Education,Other,1-3 yr
19219,id83871,0,26.0,Female,$50-74,Heterosexual,Massachusetts,College,Computer,Married,4-6 yr
19220,id73442,0,17.0,Male,$10-19,Heterosexual,Indiana,Other,Computer,Single,1-3 yr
19221,id89233,0,35.0,Male,$50-74,Heterosexual,Iowa,College,Computer,Married,Over 7 yr
19222,id87031,0,62.0,Male,$75-99,Heterosexual,Wisconsin,Some College,Professional,Married,1-3 yr
19223,id80125,1,43.0,Male,,,New York,High School,Other,Married,6-12 mo
19224,id88021,0,31.0,Male,$40-49,Heterosexual,Australia,College,Computer,Married,Over 7 yr
19225,id81542,0,50.0,Female,Over $100,Heterosexual,Michigan,Masters,Education,Married,1-3 yr
19226,id89813,0,33.0,Male,$50-74,Heterosexual,Colorado,Special,Professional,Other,4-6 yr
19227,id72397,1,57.0,Male,$10-19,Heterosexual,Florida,Some College,Other,Divorced,Under 6 mo
19228,id72512,0,,Male,Over $100,,California,College,Management,Single,1-3 yr
19229,id72402,0,51.0,Male,Under $10,Heterosexual,Florida,College,Other,Divorced,1-3 yr
19230,id79414,1,58.0,Male,$30-39,Heterosexual,Oregon,Some College,Management,Married,6-12 mo
19231,id79415,0,48.0,Male,$75-99,,California,College,Computer,,Over 7 yr
19232,id72406,1,52.0,Female,$40-49,,California,Masters,Professional,Separated,Under 6 mo
19233,id89552,0,53.0,Female,$10-19,Lesbian,Florida,College,Professional,Single,1-3 yr
19234,id72409,1,48.0,Male,$40-49,Heterosexual,Mississippi,Some College,Other,Married,6-12 mo
19235,id72410,0,54.0,Male,$75-99,Heterosexual,Georgia,Masters,Other,Married,1-3 yr
19236,id75242,0,37.0,Female,$20-29,Heterosexual,Colorado,College,Other,Single,4-6 yr
19237,id83318,0,54.0,Male,$40-49,Gay male,California,Masters,Management,Widowed,1-3 yr
19238,id88787,0,28.0,Male,$50-74,Heterosexual,Massachusetts,College,Computer,Single,4-6 yr
19239,id72006,1,17.0,Female,,Heterosexual,California,High School,Education,Single,Under 6 mo
19240,id80614,0,43.0,Female,Over $100,Heterosexual,South Carolina,Professional,Professional,Single,4-6 yr
19241,id81665,0,44.0,Male,,Heterosexual,Indiana,Special,Computer,Married,1-3 yr
19242,id88967,0,54.0,Male,$75-99,Heterosexual,Virginia,College,Computer,Married,Over 7 yr
19243,id72414,1,29.0,Female,,Heterosexual,Iowa,Some College,Professional,Married,6-12 mo
19244,id73356,0,35.0,Female,$10-19,Heterosexual,Arkansas,Some College,Education,Married,1-3 yr
19245,id77964,0,50.0,Male,$50-74,Heterosexual,California,College,Professional,Single,4-6 yr
19246,id89812,1,24.0,Male,$10-19,Heterosexual,Argentina,College,Other,Single,6-12 mo
19247,id72415,0,36.0,Female,$30-39,Heterosexual,Michigan,College,Professional,Single,1-3 yr
19248,id75832,1,14.0,Female,,,Ohio,Grammar,Education,Single,6-12 mo
19249,id89332,1,49.0,Male,$30-39,Heterosexual,Arizona,Special,Other,Divorced,Under 6 mo
19250,id72423,0,18.0,Male,,Bisexual,Pennsylvania,Some College,Education,Single,Over 7 yr
19251,id72424,0,67.0,Male,$50-74,Gay male,California,Professional,Professional,Single,1-3 yr
19252,id72425,0,22.0,Male,Under $10,Heterosexual,Colorado,Some College,Other,Single,4-6 yr
19253,id89510,0,45.0,Male,,Heterosexual,Idaho,College,Other,Married,1-3 yr
19254,id83719,0,31.0,Female,$10-19,Heterosexual,California,Special,Other,Divorced,1-3 yr
19255,id55734,0,26.0,Male,$75-99,Heterosexual,Norway,College,Education,Other,1-3 yr
19256,id72431,0,48.0,Male,$50-74,Heterosexual,Ontario,Some College,Professional,Married,1-3 yr
19257,id79416,1,59.0,Female,$75-99,Heterosexual,California,College,Professional,Married,6-12 mo
19258,id86292,1,59.0,Male,Over $100,Heterosexual,New Jersey,Some College,Management,Married,6-12 mo
19259,id78278,0,52.0,Male,$75-99,Heterosexual,Utah,Masters,Professional,Married,1-3 yr
19260,id83477,0,32.0,Male,$50-74,Heterosexual,Ohio,College,Computer,Married,Over 7 yr
19261,id84766,1,19.0,Female,$50-74,Heterosexual,Texas,Some College,Education,Single,6-12 mo
19262,id72435,1,19.0,Female,$50-74,Heterosexual,New York,Some College,Education,Single,6-12 mo
19263,id81484,0,51.0,Male,Over $100,Heterosexual,New Jersey,College,Computer,Married,1-3 yr
19264,id81486,0,18.0,Male,$40-49,Heterosexual,North Carolina,High School,Education,Single,1-3 yr
19265,id47422,1,35.0,Female,$40-49,Heterosexual,California,High School,Computer,Married,6-12 mo
19266,id81489,1,49.0,Female,$75-99,Heterosexual,Texas,Some College,Professional,Married,Under 6 mo
19267,id72443,0,51.0,Male,$50-74,Bisexual,California,High School,Professional,Married,1-3 yr
19268,id79783,0,24.0,Male,$20-29,,New Zealand,College,Computer,Other,4-6 yr
19269,id83648,1,,Male,Over $100,Heterosexual,United Kingdom,Some College,Computer,Single,Under 6 mo
19270,id85888,1,59.0,Male,$30-39,Heterosexual,California,High School,Computer,Divorced,6-12 mo
19271,id90088,0,21.0,Male,$50-74,Heterosexual,Pennsylvania,Some College,Education,Single,1-3 yr
19272,id72450,1,38.0,Female,$30-39,Heterosexual,Virginia,College,Other,Married,Under 6 mo
19273,id89815,1,54.0,Male,$50-74,,Iowa,Special,Other,Married,6-12 mo
19274,id72452,1,15.0,Female,Under $10,Heterosexual,Other,Other,Education,Single,Under 6 mo
19275,id83974,0,41.0,Female,,Heterosexual,California,College,Computer,Single,1-3 yr
19276,id89868,0,25.0,Male,$30-39,Heterosexual,Brazil,College,Computer,Single,Over 7 yr
19277,id79688,0,42.0,Male,$50-74,Bisexual,Indiana,High School,Other,Divorced,1-3 yr
19278,id80528,0,36.0,Male,$50-74,Heterosexual,Pennsylvania,Masters,Professional,Married,1-3 yr
19279,id71551,0,57.0,Male,$50-74,Heterosexual,New York,High School,Professional,Married,1-3 yr
19280,id27333,0,25.0,Male,,Heterosexual,Kentucky,Some College,Professional,Married,1-3 yr
19281,id81507,0,36.0,Male,$40-49,Heterosexual,California,College,Professional,Married,4-6 yr
